date,close,pb
2016-06-16,4.37,0.873131
2016-06-17,4.37,0.873131
2016-06-20,4.39,0.877127
2016-06-21,4.41,0.881123
2016-06-22,4.44,0.887117
2016-06-23,4.44,0.887117
2016-06-24,4.4,0.879125
2016-06-27,4.42,0.883121
2016-06-28,4.42,0.883121
2016-06-29,4.42,0.883121
2016-06-30,4.44,0.887117
2016-07-01,4.47,0.893111
2016-07-04,4.54,0.907097
2016-07-05,4.55,0.909095
2016-07-06,4.56,0.911093
2016-07-07,4.59,0.917087
2016-07-08,4.29,0.857147
2016-07-11,4.27,0.853151
2016-07-12,4.34,0.867137
2016-07-13,4.35,0.869135
2016-07-14,4.31,0.861143
2016-07-15,4.32,0.863141
2016-07-18,4.34,0.867137
2016-07-19,4.3,0.859145
2016-07-20,4.28,0.855149
2016-07-21,4.28,0.855149
2016-07-22,4.28,0.855149
2016-07-25,4.29,0.857147
2016-07-26,4.31,0.861143
2016-07-27,4.31,0.861143
2016-07-28,4.29,0.857147
2016-07-29,4.3,0.859145
2016-08-01,4.33,0.865139
2016-08-02,4.34,0.867137
2016-08-03,4.33,0.865139
2016-08-04,4.33,0.865139
2016-08-05,4.33,0.865139
2016-08-08,4.34,0.867137
2016-08-09,4.37,0.873131
2016-08-10,4.38,0.875129
2016-08-11,4.42,0.883121
2016-08-12,4.5,0.899105
2016-08-15,4.58,0.915089
2016-08-16,4.44,0.887117
2016-08-17,4.44,0.887117
2016-08-18,4.43,0.885119
2016-08-19,4.44,0.887117
2016-08-22,4.47,0.893111
2016-08-23,4.52,0.903101
2016-08-24,4.52,0.903101
2016-08-25,4.52,0.903101
2016-08-26,4.5,0.899105
2016-08-29,4.49,0.897107
2016-08-30,4.51,0.901103
2016-08-31,4.53,0.908454
2016-09-01,4.52,0.906448
2016-09-02,4.53,0.908454
2016-09-05,4.53,0.908454
2016-09-06,4.46,0.894416
2016-09-07,4.48,0.898427
2016-09-08,4.49,0.900432
2016-09-09,4.48,0.898427
2016-09-12,4.45,0.89241
2016-09-13,4.43,0.8884
2016-09-14,4.37,0.876367
2016-09-19,4.4,0.882383
2016-09-20,4.4,0.882383
2016-09-21,4.41,0.884389
2016-09-22,4.44,0.890405
2016-09-23,4.44,0.890405
2016-09-26,4.41,0.884389
2016-09-27,4.44,0.890405
2016-09-28,4.43,0.8884
2016-09-29,4.44,0.890405
2016-09-30,4.43,0.8884
2016-10-10,4.46,0.894416
2016-10-11,4.45,0.89241
2016-10-12,4.43,0.8884
2016-10-13,4.42,0.886394
2016-10-14,4.42,0.886394
2016-10-17,4.38,0.878372
2016-10-18,4.41,0.884389
2016-10-19,4.41,0.884389
2016-10-20,4.39,0.880378
2016-10-21,4.41,0.884389
2016-10-24,4.43,0.8884
2016-10-25,4.45,0.89241
2016-10-26,4.42,0.886394
2016-10-27,4.42,0.886394
2016-10-28,4.44,0.890405
2016-10-31,4.43,0.850584
2016-11-01,4.44,0.852504
2016-11-02,4.42,0.848664
2016-11-03,4.42,0.848664
2016-11-04,4.41,0.846744
2016-11-07,4.41,0.846744
2016-11-08,4.44,0.852504
2016-11-09,4.4,0.844823
2016-11-10,4.43,0.850584
2016-11-11,4.41,0.846744
2016-11-14,4.4,0.844823
2016-11-15,4.4,0.844823
2016-11-16,4.4,0.844823
2016-11-17,4.39,0.842903
2016-11-18,4.39,0.842903
2016-11-21,4.42,0.848664
2016-11-22,4.43,0.850584
2016-11-23,4.45,0.854424
2016-11-24,4.44,0.852504
2016-11-25,4.5,0.864024
2016-11-28,4.55,0.873624
2016-11-29,4.57,0.877464
2016-11-30,4.52,0.867864
2016-12-01,4.52,0.867864
2016-12-02,4.52,0.867864
2016-12-05,4.56,0.875544
2016-12-06,4.54,0.871704
2016-12-07,4.53,0.869784
2016-12-08,4.54,0.871704
2016-12-09,4.59,0.881304
2016-12-12,4.63,0.888985
2016-12-13,4.56,0.875544
2016-12-14,4.57,0.877464
2016-12-15,4.46,0.856344
2016-12-16,4.43,0.850584
2016-12-19,4.44,0.852504
2016-12-20,4.41,0.846744
2016-12-21,4.42,0.848664
2016-12-22,4.4,0.844823
2016-12-23,4.4,0.844823
2016-12-26,4.41,0.846744
2016-12-27,4.39,0.842903
2016-12-28,4.37,0.839063
2016-12-29,4.38,0.840983
2016-12-30,4.41,0.846744
2017-01-03,4.43,0.850584
2017-01-04,4.43,0.850584
2017-01-05,4.44,0.852504
2017-01-06,4.44,0.852504
2017-01-09,4.46,0.856344
2017-01-10,4.46,0.856344
2017-01-11,4.47,0.858264
2017-01-12,4.47,0.858264
2017-01-13,4.49,0.862104
2017-01-16,4.55,0.873624
2017-01-17,4.53,0.869784
2017-01-18,4.53,0.869784
2017-01-19,4.53,0.869784
2017-01-20,4.52,0.867864
2017-01-23,4.53,0.869784
2017-01-24,4.55,0.873624
2017-01-25,4.56,0.875544
2017-01-26,4.6,0.883225
2017-02-03,4.56,0.875544
2017-02-06,4.56,0.875544
2017-02-07,4.55,0.873624
2017-02-08,4.56,0.875544
2017-02-09,4.57,0.877464
2017-02-10,4.59,0.881304
2017-02-13,4.62,0.887065
2017-02-14,4.62,0.887065
2017-02-15,4.68,0.898585
2017-02-16,4.68,0.898585
2017-02-17,4.64,0.890905
2017-02-20,4.67,0.896665
2017-02-21,4.68,0.898585
2017-02-22,4.7,0.902425
2017-02-23,4.71,0.904345
2017-02-24,4.7,0.902425
2017-02-27,4.69,0.900505
2017-02-28,4.69,0.900505
2017-03-01,4.68,0.898585
2017-03-02,4.67,0.896665
2017-03-03,4.65,0.892825
2017-03-06,4.64,0.890905
2017-03-07,4.68,0.898585
2017-03-08,4.69,0.900505
2017-03-09,4.7,0.902425
2017-03-10,4.71,0.904345
2017-03-13,4.73,0.908185
2017-03-14,4.76,0.913945
2017-03-15,4.75,0.912025
2017-03-16,4.7,0.902425
2017-03-17,4.69,0.900505
2017-03-20,4.71,0.904345
2017-03-21,4.71,0.904345
2017-03-22,4.66,0.894745
2017-03-23,4.67,0.896665
2017-03-24,4.69,0.900505
2017-03-27,4.75,0.912025
2017-03-28,4.75,0.912025
2017-03-29,4.78,0.917786
2017-03-30,4.81,0.923546
2017-03-31,4.84,0.915754
2017-04-05,4.85,0.917646
2017-04-06,4.83,0.913862
2017-04-07,4.86,0.919538
2017-04-10,4.83,0.913862
2017-04-11,4.8,0.908186
2017-04-12,4.85,0.917646
2017-04-13,4.81,0.910078
2017-04-14,4.81,0.910078
2017-04-17,4.83,0.913862
2017-04-18,4.79,0.906294
2017-04-19,4.74,0.896834
2017-04-20,4.73,0.894942
2017-04-21,4.81,0.910078
2017-04-24,4.82,0.91197
2017-04-25,4.81,0.910078
2017-04-26,4.87,0.92143
2017-04-27,4.88,0.923322
2017-04-28,4.88,0.923322
2017-05-02,4.82,0.882458
2017-05-03,4.81,0.880627
2017-05-04,4.81,0.880627
2017-05-05,4.86,0.889781
2017-05-08,4.9,0.897105
2017-05-09,4.87,0.891612
2017-05-10,4.9,0.897105
2017-05-11,4.93,0.902597
2017-05-12,5.06,0.926398
2017-05-15,5.1,0.933721
2017-05-16,5.0,0.915413
2017-05-17,4.96,0.908089
2017-05-18,5.0,0.915413
2017-05-19,4.98,0.911751
2017-05-22,5.03,0.920905
2017-05-23,5.1,0.933721
2017-05-24,5.11,0.935552
2017-05-25,5.16,0.944706
2017-05-26,5.23,0.957522
2017-05-31,5.25,0.961183
2017-06-01,5.31,0.972168
2017-06-02,5.3,0.970338
2017-06-05,5.14,0.941044
2017-06-06,5.14,0.941044
2017-06-07,5.16,0.944706
2017-06-08,5.16,0.944706
2017-06-09,5.16,0.944706
2017-06-12,5.15,0.942875
2017-06-13,5.15,0.942875
2017-06-14,5.15,0.942875
2017-06-15,5.05,0.924567
2017-06-16,5.04,0.922736
2017-06-19,5.0,0.915413
2017-06-20,5.04,0.922736
2017-06-21,5.05,0.924567
2017-06-22,5.1,0.933721
2017-06-23,5.14,0.941044
2017-06-26,5.11,0.935552
2017-06-27,5.09,0.93189
2017-06-28,5.07,0.928229
2017-06-29,5.18,0.948368
2017-06-30,5.25,0.961183
2017-07-03,5.24,0.959353
2017-07-04,5.25,0.961183
2017-07-05,5.23,0.957522
2017-07-06,5.23,0.957522
2017-07-07,5.21,0.95386
2017-07-10,5.23,0.957522
2017-07-11,5.06,0.926398
2017-07-12,5.08,0.930059
2017-07-13,5.16,0.944706
2017-07-14,5.17,0.946537
2017-07-17,5.34,0.977661
2017-07-18,5.28,0.966676
2017-07-19,5.27,0.964845
2017-07-20,5.29,0.968507
2017-07-21,5.33,0.97583
2017-07-24,5.39,0.986815
2017-07-25,5.48,1.003292
2017-07-26,5.6,1.025262
2017-07-27,5.53,1.012447
2017-07-28,5.55,1.016108
2017-07-31,5.51,1.008785
2017-08-01,5.56,1.017939
2017-08-02,5.7,1.043571
2017-08-03,5.66,1.036247
2017-08-04,5.67,1.038078
2017-08-07,5.66,1.036247
2017-08-08,5.68,1.039909
2017-08-09,5.54,1.014277
2017-08-10,5.52,1.010616
2017-08-11,5.55,1.016108
2017-08-14,5.49,1.005123
2017-08-15,5.61,1.027093
2017-08-16,5.63,1.030755
2017-08-17,5.62,1.028924
2017-08-18,5.62,1.028924
2017-08-21,5.63,1.030755
2017-08-22,5.69,1.04174
2017-08-23,5.85,1.071033
2017-08-24,5.92,1.083849
2017-08-25,6.16,1.127789
2017-08-28,6.05,1.107649
2017-08-29,6.08,1.113142
2017-08-30,5.97,1.093003
2017-08-31,5.9,1.088267
2017-09-01,5.79,1.067977
2017-09-04,5.88,1.084578
2017-09-05,5.95,1.097489
2017-09-06,5.9,1.088267
2017-09-07,5.88,1.084578
2017-09-08,5.9,1.088267
2017-09-11,5.89,1.086422
2017-09-12,5.93,1.0938
2017-09-13,5.93,1.0938
2017-09-14,5.88,1.084578
2017-09-15,5.77,1.064288
2017-09-18,5.76,1.062443
2017-09-19,5.78,1.066133
2017-09-20,5.79,1.067977
2017-09-21,5.95,1.097489
2017-09-22,5.98,1.103023
2017-09-25,6.11,1.127002
2017-09-26,6.07,1.119624
2017-09-27,6.02,1.110401
2017-09-28,6.05,1.115935
2017-09-29,6.0,1.106712
2017-10-09,6.1,1.125157
2017-10-10,6.14,1.132535
2017-10-11,6.2,1.143602
2017-10-12,6.21,1.145447
2017-10-13,6.14,1.132535
2017-10-16,6.21,1.145447
2017-10-17,6.15,1.13438
2017-10-18,6.28,1.158359
2017-10-19,6.34,1.169426
2017-10-20,6.24,1.15098
2017-10-23,6.19,1.141758
2017-10-24,6.23,1.149136
2017-10-25,6.16,1.136224
2017-10-26,6.05,1.115935
2017-10-27,6.19,1.141758
2017-10-30,6.25,1.152825
2017-10-31,6.1,1.085468
2017-11-01,6.09,1.083688
2017-11-02,6.09,1.083688
2017-11-03,6.1,1.085468
2017-11-06,6.05,1.076571
2017-11-07,6.07,1.08013
2017-11-08,6.04,1.074791
2017-11-09,5.94,1.056997
2017-11-10,5.82,1.035643
2017-11-13,5.96,1.060555
2017-11-14,5.91,1.051658
2017-11-15,5.91,1.051658
2017-11-16,5.85,1.040981
2017-11-17,6.03,1.073012
2017-11-20,6.11,1.087247
2017-11-21,6.12,1.089027
2017-11-22,6.23,1.108601
2017-11-23,6.12,1.089027
