requested_date,stock_code,stock_name,market_date,financial_report_date,current_price,daily_change_pct,bps,eps,roe,net_profit,profit_growth_yoy,dividend_per_share,payout_ratio,dividend_yield,pb_current,pe_current,nim,npl_ratio,provision_coverage,provision_coverage_report_date,provision_coverage_source,cet1_ratio,capital_adequacy_ratio,net_interest_spread,loan_provision_ratio,loan_to_deposit_ratio,bank_special_metrics_report_date,bank_special_metrics_source,risk_free_rate,equity_risk_premium,beta,long_term_growth,roe_trend,nim_change,npl_ratio_change,provision_coverage_change,dividend_stable
2026-02-05,sz.002936,郑州银行,2026-02-05,2025-09-30,1.92,0.005235602094240788,5.031261955798267,0.210148,0.055154666666666664,2300027000.0,0.004833,0.02,0.09517102232712184,0.010416666666666668,0.381614,9.136418143403697,None,0.0176,1.8617,2025-09-30,AKShare / Eastmoney financial indicators,0.0876,0.12,None,0.032799999999999996,0.8850945036892207,2025-09-30,AKShare / Eastmoney financial indicators,0.02,0.06,0.8,0.03,0.0,0.0,0.0,0.0,True
2026-07-04,sz.002936,郑州银行,2026-07-03,2026-03-31,1.69,0.0,5.081866157477711,0.214418,0.07694,1084376000.0,0.067383,0.02,0.09327575110298576,0.01183431952662722,0.332555,7.881800968202296,None,0.0169,2.0275,2026-03-31,AKShare / Eastmoney financial indicators,0.083,0.11460000000000001,None,0.0344,0.8218274548804045,2026-03-31,AKShare / Eastmoney financial indicators,0.02,0.06,0.8,0.03,0.0,0.0,0.0,0.0,True
