date,close,pb
2016-09-02,6.68,1.563272
2016-09-05,7.35,1.720067
2016-09-06,8.09,1.893244
2016-09-07,8.9,2.082803
2016-09-08,9.79,2.291083
2016-09-09,10.77,2.520425
2016-09-12,11.85,2.77317
2016-09-13,13.04,3.051657
2016-09-14,14.34,3.355886
2016-09-19,15.77,3.690539
2016-09-20,16.41,3.840313
2016-09-21,15.7,3.674157
2016-09-22,15.13,3.540764
2016-09-23,14.41,3.372268
2016-09-26,13.85,3.241215
2016-09-27,13.49,3.156967
2016-09-28,13.09,3.063358
2016-09-29,13.14,3.075059
2016-09-30,12.63,2.955707
2016-10-10,13.0,3.042296
2016-10-11,13.45,3.147606
2016-10-12,13.1,3.065698
2016-10-13,12.8,2.995491
2016-10-14,12.94,3.028254
2016-10-17,12.45,2.913583
2016-10-18,12.5,2.925284
2016-10-19,12.36,2.892521
2016-10-20,12.29,2.87614
2016-10-21,12.21,2.857418
2016-10-24,12.46,2.915924
2016-10-25,13.1,3.065698
2016-10-26,12.84,3.004852
2016-10-27,12.67,2.965068
2016-10-28,13.14,2.703127
2016-10-31,13.39,2.754557
2016-11-01,13.17,2.709299
2016-11-02,12.9,2.653755
2016-11-03,12.89,2.651698
2016-11-04,12.71,2.614669
2016-11-07,12.69,2.610554
2016-11-08,12.95,2.664041
2016-11-09,12.69,2.610554
2016-11-10,13.24,2.723699
2016-11-11,13.55,2.787471
2016-11-14,13.97,2.873873
2016-11-15,13.74,2.826558
2016-11-16,13.7,2.818329
2016-11-17,13.54,2.785414
2016-11-18,13.34,2.744271
2016-11-21,13.38,2.752499
2016-11-22,13.48,2.773071
2016-11-23,13.45,2.7669
2016-11-24,13.23,2.721642
2016-11-25,13.35,2.746328
2016-11-28,13.38,2.752499
2016-11-29,12.85,2.643469
2016-11-30,12.59,2.589983
2016-12-01,12.66,2.604383
2016-12-02,12.42,2.555011
2016-12-05,12.47,2.565297
2016-12-06,12.52,2.575582
2016-12-07,12.6,2.59204
2016-12-08,12.71,2.614669
2016-12-09,12.74,2.62084
2016-12-12,11.87,2.441866
2016-12-13,11.87,2.441866
2016-12-14,11.87,2.441866
2016-12-15,11.82,2.43158
2016-12-16,11.88,2.443923
2016-12-19,11.64,2.394551
2016-12-20,11.27,2.318436
2016-12-21,11.37,2.339007
2016-12-22,11.24,2.312264
2016-12-23,10.89,2.240263
2016-12-26,10.98,2.258778
2016-12-27,10.85,2.232034
2016-12-28,10.75,2.211463
2016-12-29,10.79,2.219691
2016-12-30,10.82,2.225863
2017-01-03,11.03,2.269063
2017-01-04,11.04,2.271121
2017-01-05,11.02,2.267006
2017-01-06,10.85,2.232034
2017-01-09,10.8,2.221748
2017-01-10,10.66,2.192948
2017-01-11,10.5,2.160033
2017-01-12,10.37,2.13329
2017-01-13,10.18,2.094204
2017-01-16,9.7,1.995459
2017-01-17,9.78,2.011917
2017-01-18,9.58,1.970773
2017-01-19,9.55,1.964602
2017-01-20,9.76,2.007802
2017-01-23,9.78,2.011917
2017-01-24,9.8,2.016031
2017-01-25,9.79,2.013974
2017-01-26,9.91,2.03866
2017-02-03,9.8,2.016031
2017-02-06,9.96,2.048946
2017-02-07,9.9,2.036603
2017-02-08,10.1,2.077746
2017-02-09,10.07,2.071575
2017-02-10,11.08,2.279349
2017-02-13,12.19,2.507696
2017-02-14,13.41,2.758671
2017-02-15,14.75,3.034332
2017-02-16,16.23,3.338794
2017-02-17,16.77,3.449882
2017-02-20,16.4,3.373766
2017-02-21,16.4,3.373766
2017-02-22,16.0,3.291479
2017-02-23,16.14,3.32028
2017-02-24,17.73,3.64737
2017-02-27,19.5,4.01149
2017-02-28,21.4,4.402353
2017-03-01,20.01,4.116406
2017-03-02,20.1,4.134921
2017-03-03,18.81,3.869545
2017-03-06,18.9,3.88806
2017-03-07,20.78,4.274808
2017-03-08,20.82,4.283037
2017-03-09,21.21,4.363267
2017-03-10,20.7,4.258351
2017-03-13,20.9,4.299495
2017-03-14,20.78,4.274808
2017-03-15,20.7,4.180122
2017-03-16,20.9,4.22051
2017-03-17,18.97,3.830769
2017-03-20,20.14,4.067037
2017-03-21,20.0,4.038765
2017-03-22,20.09,4.05694
2017-03-23,20.37,4.113482
2017-03-24,20.2,4.079153
2017-03-27,20.45,4.129637
2017-03-28,21.76,4.394176
2017-03-29,21.27,4.295227
2017-03-30,20.77,4.194258
2017-03-31,18.69,3.774226
2017-04-05,18.83,3.802497
2017-04-06,19.68,3.974145
2017-04-07,20.6,4.159928
2017-04-10,21.29,4.299266
2017-04-11,22.98,4.640541
2017-04-12,22.98,4.640541
2017-04-13,22.98,4.640541
2017-04-14,22.98,4.640541
2017-04-17,22.98,4.640541
2017-04-18,22.98,4.640541
2017-04-19,22.98,4.640541
2017-04-20,22.98,4.640541
2017-04-21,22.98,4.640541
2017-04-24,22.2,4.483029
2017-04-25,20.51,4.141754
2017-04-26,22.01,4.444661
2017-04-27,23.57,4.759685
2017-04-28,23.63,4.725211
2017-05-02,21.5,4.299282
2017-05-03,19.35,3.869354
2017-05-04,19.89,3.977336
2017-05-05,17.9,3.579402
2017-05-08,16.11,3.221462
2017-05-09,15.84,3.167471
2017-05-10,16.77,3.35344
2017-05-11,16.0,3.199466
2017-05-12,16.11,3.221462
2017-05-15,15.43,3.085485
2017-05-16,15.86,3.171471
2017-05-17,15.81,3.161472
2017-05-18,14.23,2.845525
2017-05-19,13.91,2.781536
2017-05-22,14.06,2.811531
2017-05-23,13.07,2.613564
2017-05-24,12.86,2.571571
2017-05-25,13.04,2.607565
2017-05-26,12.67,2.533577
2017-05-31,12.5,2.499583
2017-06-01,11.61,2.321612
2017-06-02,11.8,2.359606
2017-06-05,11.87,2.373604
2017-06-06,11.68,2.33561
2017-06-07,12.85,2.569571
2017-06-08,12.59,2.51758
2017-06-09,12.5,2.499583
2017-06-12,12.63,2.525578
2017-06-13,12.7,2.539576
2017-06-14,12.69,2.537576
2017-06-15,13.07,2.613564
2017-06-16,13.2,2.639559
2017-06-19,13.18,2.63556
2017-06-20,13.21,2.641559
2017-06-21,12.97,2.593567
2017-06-22,12.84,2.567571
2017-06-23,12.53,2.505582
2017-06-26,12.56,2.511581
2017-06-27,12.91,2.581569
2017-06-28,12.84,2.567571
2017-06-29,12.69,2.537576
2017-06-30,12.53,2.505582
2017-07-03,12.67,2.533577
2017-07-04,12.87,2.57357
2017-07-05,12.85,2.569571
2017-07-06,12.87,2.57357
2017-07-07,12.85,2.569571
2017-07-10,12.42,2.483585
2017-07-11,12.32,2.463589
2017-07-12,12.09,2.417596
2017-07-13,12.21,2.441592
2017-07-14,12.02,2.403599
2017-07-17,11.53,2.305615
2017-07-18,11.75,2.349608
2017-07-19,11.78,2.355607
2017-07-20,11.64,2.327611
2017-07-21,11.3,2.259623
2017-07-24,11.28,2.255623
2017-07-25,11.22,2.243625
2017-07-26,11.08,2.21563
2017-07-27,11.14,2.227628
2017-07-28,10.98,2.195633
2017-07-31,10.87,2.173637
2017-08-01,11.96,2.391601
2017-08-02,12.83,2.565572
2017-08-03,12.37,2.473587
2017-08-04,12.28,2.45559
2017-08-07,12.1,2.419596
2017-08-08,12.14,2.427595
2017-08-09,11.84,2.367605
2017-08-10,11.99,2.3976
2017-08-11,11.38,2.27562
2017-08-14,11.51,2.301616
2017-08-15,11.8,2.359606
2017-08-16,11.86,2.371604
2017-08-17,11.87,2.373604
2017-08-18,11.69,2.33761
2017-08-21,11.69,2.33761
2017-08-22,11.83,2.365605
2017-08-23,12.05,2.409598
2017-08-24,11.77,2.353607
2017-08-25,11.9,2.379603
2017-08-28,12.55,2.509581
2017-08-29,12.28,2.499968
2017-08-30,12.11,2.465359
2017-08-31,12.24,2.491825
2017-09-01,12.04,2.451109
2017-09-04,11.16,2.271958
2017-09-05,11.01,2.241421
