date,close,pb
2016-06-16,3.63,0.798001
2016-06-17,3.64,0.800199
2016-06-20,3.62,0.795803
2016-06-21,3.64,0.800199
2016-06-22,3.67,0.806794
2016-06-23,3.67,0.806794
2016-06-24,3.64,0.800199
2016-06-27,3.69,0.811191
2016-06-28,3.71,0.815588
2016-06-29,3.74,0.822183
2016-06-30,3.76,0.826579
2016-07-01,3.81,0.837571
2016-07-04,3.82,0.83977
2016-07-05,3.8,0.835373
2016-07-06,3.81,0.837571
2016-07-07,3.84,0.844166
2016-07-08,3.82,0.83977
2016-07-11,3.84,0.844166
2016-07-12,3.9,0.857356
2016-07-13,3.75,0.824381
2016-07-14,3.75,0.824381
2016-07-15,3.82,0.83977
2016-07-18,3.87,0.850761
2016-07-19,3.82,0.83977
2016-07-20,3.81,0.837571
2016-07-21,3.8,0.835373
2016-07-22,3.82,0.83977
2016-07-25,3.88,0.85296
2016-07-26,3.92,0.861753
2016-07-27,3.88,0.85296
2016-07-28,3.82,0.83977
2016-07-29,3.84,0.844166
2016-08-01,3.86,0.848563
2016-08-02,3.84,0.844166
2016-08-03,3.82,0.83977
2016-08-04,3.82,0.83977
2016-08-05,3.84,0.844166
2016-08-08,3.84,0.844166
2016-08-09,3.86,0.848563
2016-08-10,3.87,0.850761
2016-08-11,3.91,0.859555
2016-08-12,4.06,0.89253
2016-08-15,4.2,0.923307
2016-08-16,4.12,0.90572
2016-08-17,4.05,0.890332
2016-08-18,4.04,0.888133
2016-08-19,4.05,0.890332
2016-08-22,4.03,0.885935
2016-08-23,4.02,0.883737
2016-08-24,4.02,0.883737
2016-08-25,3.99,0.877141
2016-08-26,3.96,0.870546
2016-08-29,3.9,0.869464
2016-08-30,3.92,0.873923
2016-08-31,3.93,0.876153
2016-09-01,3.93,0.876153
2016-09-02,3.93,0.876153
2016-09-05,3.93,0.876153
2016-09-06,3.9,0.869464
2016-09-07,3.9,0.869464
2016-09-08,3.89,0.867235
2016-09-09,3.85,0.858317
2016-09-12,3.76,0.838253
2016-09-13,3.78,0.842712
2016-09-14,3.73,0.831565
2016-09-19,3.77,0.840482
2016-09-20,3.76,0.838253
2016-09-21,3.77,0.840482
2016-09-22,3.78,0.842712
2016-09-23,3.79,0.844941
2016-09-26,3.73,0.831565
2016-09-27,3.77,0.840482
2016-09-28,3.74,0.833794
2016-09-29,3.78,0.842712
2016-09-30,3.79,0.844941
2016-10-10,3.82,0.851629
2016-10-11,3.8,0.847171
2016-10-12,3.77,0.840482
2016-10-13,3.78,0.842712
2016-10-14,3.77,0.840482
2016-10-17,3.74,0.833794
2016-10-18,3.78,0.842712
2016-10-19,3.8,0.847171
2016-10-20,3.8,0.847171
2016-10-21,3.82,0.851629
2016-10-24,3.88,0.865006
2016-10-25,3.87,0.862776
2016-10-26,3.82,0.851629
2016-10-27,3.8,0.847171
2016-10-28,3.82,0.851629
2016-10-31,3.81,0.815484
2016-11-01,3.87,0.828327
2016-11-02,3.82,0.817625
2016-11-03,3.84,0.821905
2016-11-04,3.85,0.824046
2016-11-07,3.87,0.828327
2016-11-08,3.88,0.830467
2016-11-09,3.86,0.826186
2016-11-10,3.9,0.834748
2016-11-11,3.91,0.836888
2016-11-14,3.93,0.841169
2016-11-15,3.91,0.836888
2016-11-16,3.89,0.832607
2016-11-17,3.89,0.832607
2016-11-18,3.86,0.826186
2016-11-21,3.91,0.836888
2016-11-22,3.98,0.851871
2016-11-23,4.04,0.864713
2016-11-24,4.07,0.871134
2016-11-25,4.14,0.886117
2016-11-28,4.15,0.888257
2016-11-29,4.16,0.890398
2016-11-30,4.09,0.875415
2016-12-01,4.11,0.879696
2016-12-02,4.08,0.873275
2016-12-05,4.06,0.868994
2016-12-06,4.03,0.862573
2016-12-07,4.02,0.860432
2016-12-08,4.05,0.866853
2016-12-09,4.19,0.896819
2016-12-12,4.18,0.894678
2016-12-13,4.13,0.883976
2016-12-14,4.15,0.888257
2016-12-15,3.98,0.851871
2016-12-16,3.95,0.84545
2016-12-19,3.94,0.843309
2016-12-20,3.9,0.834748
2016-12-21,3.93,0.841169
2016-12-22,3.9,0.834748
2016-12-23,3.89,0.832607
2016-12-26,3.9,0.834748
2016-12-27,3.88,0.830467
2016-12-28,3.88,0.830467
2016-12-29,3.89,0.832607
2016-12-30,3.91,0.836888
2017-01-03,3.95,0.84545
2017-01-04,3.96,0.84759
2017-01-05,3.94,0.843309
2017-01-06,3.92,0.839029
2017-01-09,3.92,0.839029
2017-01-10,3.91,0.836888
2017-01-11,3.91,0.836888
2017-01-12,3.89,0.832607
2017-01-13,3.92,0.839029
2017-01-16,3.97,0.84973
