date,close,pb
2016-06-16,8.57,0.877902
2016-06-17,8.58,0.878926
2016-06-20,8.6,0.880975
2016-06-21,8.61,0.882
2016-06-22,8.73,0.894292
2016-06-23,8.66,0.887122
2016-06-24,8.57,0.877902
2016-06-27,8.61,0.882
2016-06-28,8.63,0.884048
2016-06-29,8.69,0.890195
2016-06-30,8.7,0.891219
2016-07-01,8.71,0.892243
2016-07-04,8.81,0.902487
2016-07-05,8.81,0.902487
2016-07-06,8.79,0.900439
2016-07-07,8.78,0.899414
2016-07-08,8.74,0.895317
2016-07-11,8.75,0.896341
2016-07-12,8.88,0.909658
2016-07-13,8.99,0.920926
2016-07-14,8.94,0.915804
2016-07-15,8.99,0.920926
2016-07-18,9.04,0.926048
2016-07-19,8.97,0.918878
2016-07-20,8.96,0.917853
2016-07-21,8.99,0.920926
2016-07-22,8.94,0.915804
2016-07-25,8.98,0.919902
2016-07-26,9.11,0.933219
2016-07-27,9.01,0.922975
2016-07-28,9.08,0.930146
2016-07-29,9.2,0.942439
2016-08-01,9.28,0.950634
2016-08-02,9.25,0.947561
2016-08-03,9.18,0.94039
2016-08-04,8.99,0.920926
2016-08-05,9.04,0.926048
2016-08-08,9.11,0.933219
2016-08-09,9.15,0.937317
2016-08-10,9.14,0.936292
2016-08-11,9.22,0.944487
2016-08-12,9.5,0.949763
2016-08-15,9.68,0.967758
2016-08-16,9.52,0.951762
2016-08-17,9.55,0.954762
2016-08-18,9.5,0.949763
2016-08-19,9.51,0.950763
2016-08-22,9.4,0.939765
2016-08-23,9.4,0.939765
2016-08-24,9.43,0.942765
2016-08-25,9.44,0.943764
2016-08-26,9.45,0.944764
2016-08-29,9.42,0.941765
2016-08-30,9.47,0.946764
2016-08-31,9.49,0.948763
2016-09-01,9.45,0.944764
2016-09-02,9.45,0.944764
2016-09-05,9.42,0.941765
2016-09-06,9.41,0.940765
2016-09-07,9.4,0.939765
2016-09-08,9.4,0.939765
2016-09-09,9.38,0.937766
2016-09-12,9.16,0.915771
2016-09-13,9.19,0.918771
2016-09-14,9.06,0.905774
2016-09-19,9.12,0.911772
2016-09-20,9.08,0.907773
2016-09-21,9.08,0.907773
2016-09-22,9.16,0.915771
2016-09-23,9.15,0.914772
2016-09-26,9.04,0.903774
2016-09-27,9.06,0.905774
2016-09-28,9.05,0.904774
2016-09-29,9.06,0.905774
2016-09-30,9.07,0.906774
2016-10-10,9.12,0.911772
2016-10-11,9.15,0.914772
2016-10-12,9.13,0.912772
2016-10-13,9.07,0.906774
2016-10-14,9.09,0.908773
2016-10-17,9.05,0.904774
2016-10-18,9.09,0.908773
2016-10-19,9.08,0.907773
2016-10-20,9.07,0.906774
2016-10-21,9.13,0.879349
2016-10-24,9.24,0.889943
2016-10-25,9.21,0.887054
2016-10-26,9.15,0.881275
2016-10-27,9.16,0.882238
2016-10-28,9.17,0.883201
2016-10-31,9.15,0.881275
2016-11-01,9.14,0.880312
2016-11-02,9.07,0.87357
2016-11-03,9.13,0.879349
2016-11-04,9.11,0.877422
2016-11-07,9.12,0.878385
2016-11-08,9.15,0.881275
2016-11-09,9.07,0.87357
2016-11-10,9.14,0.880312
2016-11-11,9.18,0.884164
2016-11-14,9.22,0.888017
2016-11-15,9.23,0.88898
2016-11-16,9.23,0.88898
2016-11-17,9.21,0.887054
2016-11-18,9.18,0.884164
2016-11-21,9.24,0.889943
2016-11-22,9.36,0.901501
2016-11-23,9.45,0.910169
2016-11-24,9.47,0.912095
2016-11-25,9.62,0.926542
2016-11-28,9.63,0.927506
2016-11-29,9.62,0.926542
2016-11-30,9.55,0.9198
2016-12-01,9.6,0.924616
2016-12-02,9.55,0.9198
2016-12-05,9.46,0.911132
2016-12-06,9.49,0.914022
2016-12-07,9.48,0.913058
2016-12-08,9.52,0.916911
2016-12-09,9.65,0.929432
2016-12-12,9.5,0.914985
2016-12-13,9.42,0.90728
2016-12-14,9.4,0.905353
2016-12-15,9.25,0.890906
2016-12-16,9.25,0.890906
2016-12-19,9.2,0.886091
2016-12-20,9.11,0.877422
2016-12-21,9.16,0.882238
2016-12-22,9.14,0.880312
2016-12-23,9.08,0.874533
2016-12-26,9.12,0.878385
2016-12-27,9.08,0.874533
2016-12-28,9.06,0.872607
2016-12-29,9.08,0.874533
2016-12-30,9.1,0.876459
2017-01-03,9.16,0.882238
2017-01-04,9.16,0.882238
2017-01-05,9.17,0.883201
2017-01-06,9.13,0.879349
2017-01-09,9.15,0.881275
2017-01-10,9.15,0.881275
2017-01-11,9.14,0.880312
2017-01-12,9.15,0.881275
2017-01-13,9.16,0.882238
2017-01-16,9.14,0.880312
2017-01-17,9.15,0.881275
2017-01-18,9.17,0.883201
2017-01-19,9.18,0.884164
2017-01-20,9.22,0.888017
2017-01-23,9.22,0.888017
2017-01-24,9.27,0.892832
2017-01-25,9.26,0.891869
2017-01-26,9.33,0.898611
2017-02-03,9.26,0.891869
2017-02-06,9.31,0.896685
2017-02-07,9.3,0.895722
2017-02-08,9.3,0.895722
2017-02-09,9.31,0.896685
2017-02-10,9.33,0.898611
2017-02-13,9.41,0.906316
2017-02-14,9.4,0.905353
2017-02-15,9.45,0.910169
2017-02-16,9.46,0.911132
2017-02-17,9.39,0.90439
2017-02-20,9.56,0.920764
2017-02-21,9.57,0.921727
2017-02-22,9.57,0.921727
2017-02-23,9.51,0.915948
2017-02-24,9.5,0.914985
2017-02-27,9.43,0.908243
2017-02-28,9.48,0.913058
2017-03-01,9.49,0.914022
2017-03-02,9.43,0.908243
2017-03-03,9.4,0.905353
2017-03-06,9.45,0.910169
2017-03-07,9.45,0.910169
2017-03-08,9.42,0.90728
2017-03-09,9.38,0.903427
2017-03-10,9.4,0.905353
2017-03-13,9.44,0.909206
2017-03-14,9.44,0.909206
2017-03-15,9.48,0.913058
2017-03-16,9.52,0.916911
2017-03-17,9.31,0.877282
2017-03-20,9.25,0.871628
2017-03-21,9.24,0.870686
2017-03-22,9.16,0.863147
2017-03-23,9.2,0.866916
2017-03-24,9.19,0.865974
2017-03-27,9.14,0.861263
2017-03-28,9.12,0.859378
2017-03-29,9.11,0.858436
2017-03-30,9.08,0.855609
2017-03-31,9.17,0.86409
2017-04-05,9.21,0.867859
2017-04-06,9.2,0.866916
2017-04-07,9.2,0.866916
2017-04-10,9.18,0.865032
2017-04-11,9.15,0.862205
2017-04-12,9.12,0.859378
2017-04-13,9.12,0.859378
2017-04-14,9.08,0.855609
2017-04-17,9.1,0.857493
2017-04-18,9.05,0.852782
2017-04-19,8.91,0.83959
