requested_date,stock_code,stock_name,market_date,financial_report_date,current_price,daily_change_pct,bps,eps,roe,net_profit,profit_growth_yoy,dividend_per_share,payout_ratio,dividend_yield,pb_current,pe_current,nim,npl_ratio,provision_coverage,provision_coverage_report_date,provision_coverage_source,cet1_ratio,capital_adequacy_ratio,net_interest_spread,loan_provision_ratio,loan_to_deposit_ratio,bank_special_metrics_report_date,bank_special_metrics_source,risk_free_rate,equity_risk_premium,beta,long_term_growth,roe_trend,nim_change,npl_ratio_change,provision_coverage_change,dividend_stable
2026-07-04,sh.600928,西安银行,2026-07-03,2026-03-31,3.44,0.0117647058823529,8.074870954642229,0.606109,0.074656,755906000.0,0.064001,0.1,0.16498682580195972,0.029069767441860468,0.426013,5.675546807587414,None,0.016399999999999998,2.4643,2026-03-31,AKShare / Eastmoney financial indicators,0.09210000000000002,0.13470000000000001,None,0.0405,0.8403141440935047,2026-03-31,AKShare / Eastmoney financial indicators,0.02,0.06,0.8,0.03,0.0,0.0,0.0,0.0,True
