date,close,pb
2016-01-29,8.59,1.071481
2016-02-01,8.5,1.060254
2016-02-02,8.49,1.059007
2016-02-03,8.44,1.05277
2016-02-04,8.46,1.055265
2016-02-05,8.43,1.051523
2016-02-15,8.46,1.055265
2016-02-16,8.58,1.070233
2016-02-17,8.56,1.067739
2016-02-18,8.59,1.071481
2016-02-19,8.51,1.061502
2016-02-22,8.6,1.072728
2016-02-23,8.47,1.056512
2016-02-24,8.5,1.060254
2016-02-25,8.21,1.024081
2016-02-26,8.31,1.036555
2016-02-29,8.45,1.054018
2016-03-01,8.43,1.051523
2016-03-02,8.56,1.067739
2016-03-03,8.7,1.085202
2016-03-04,9.33,1.163785
2016-03-07,9.17,1.143827
2016-03-08,9.29,1.158796
2016-03-09,9.34,1.165032
2016-03-10,9.05,1.128859
2016-03-11,9.12,1.137591
2016-03-14,9.03,1.126364
2016-03-15,9.17,1.143827
2016-03-16,9.44,1.177506
2016-03-17,9.2,1.147569
2016-03-18,9.13,1.138838
2016-03-21,9.2,1.147569
2016-03-22,9.19,1.146322
2016-03-23,9.16,1.14258
2016-03-24,9.09,1.133849
2016-03-25,9.09,1.133849
2016-03-28,8.93,1.113891
2016-03-29,8.94,1.115138
2016-03-30,9.14,1.140085
2016-03-31,9.11,1.103458
2016-04-01,9.24,1.119205
2016-04-05,9.22,1.116782
2016-04-06,9.05,1.096191
2016-04-07,8.99,1.088923
2016-04-08,8.99,1.088923
2016-04-11,9.01,1.091346
2016-04-12,9.03,1.093768
2016-04-13,9.11,1.103458
2016-04-14,9.11,1.103458
2016-04-15,9.21,1.115571
2016-04-18,9.19,1.113148
2016-04-19,9.2,1.11436
2016-04-20,9.32,1.128895
2016-04-21,9.3,1.126472
2016-04-22,9.4,1.138585
2016-04-25,9.44,1.14343
2016-04-26,9.46,1.145853
2016-04-27,9.39,1.137374
2016-04-28,9.37,1.134951
2016-04-29,9.3,1.126472
2016-05-03,9.38,1.100957
2016-05-04,9.38,1.100957
2016-05-05,9.36,1.09861
2016-05-06,9.26,1.086873
2016-05-09,9.22,1.082178
2016-05-10,9.26,1.086873
2016-05-11,9.28,1.08922
2016-05-12,9.27,1.088046
2016-05-13,9.19,1.078656
2016-05-16,9.2,1.07983
2016-05-17,9.08,1.065745
2016-05-18,9.13,1.071614
2016-05-19,9.0,1.056356
2016-05-20,9.0,1.056356
2016-05-23,8.87,1.041097
2016-05-24,8.68,1.018796
2016-05-25,8.86,1.039923
2016-05-26,8.9,1.044618
2016-05-27,8.91,1.045792
2016-05-30,8.95,1.050487
2016-05-31,9.09,1.066919
2016-06-01,8.98,1.054008
2016-06-02,8.97,1.052834
2016-06-03,8.99,1.055182
2016-06-06,9.01,1.057529
2016-06-07,9.0,1.056356
2016-06-08,9.0,1.056356
2016-06-13,8.95,1.050487
2016-06-14,9.03,1.059877
2016-06-15,9.05,1.062224
2016-06-16,9.02,1.058703
2016-06-17,9.08,1.065745
2016-06-20,9.05,1.062224
2016-06-21,9.08,1.065745
2016-06-22,9.08,1.065745
2016-06-23,9.09,1.066919
2016-06-24,8.84,1.037576
2016-06-27,8.87,1.041097
2016-06-28,8.84,1.037576
2016-06-29,9.14,1.072788
2016-06-30,8.93,1.04814
2016-07-01,8.93,1.04814
2016-07-04,9.02,1.058703
2016-07-05,8.97,1.052834
2016-07-06,8.93,1.04814
2016-07-07,8.96,1.051661
2016-07-08,8.93,1.04814
2016-07-11,8.99,1.055182
2016-07-12,9.13,1.071614
2016-07-13,9.16,1.075135
2016-07-14,9.3,1.091567
2016-07-15,9.25,1.085699
2016-07-18,9.54,1.119737
2016-07-19,9.5,1.115042
2016-07-20,9.29,1.090394
2016-07-21,9.31,1.092741
2016-07-22,9.22,1.082178
2016-07-25,9.19,1.078656
2016-07-26,9.23,1.083351
2016-07-27,9.24,1.084525
2016-07-28,9.13,1.071614
2016-07-29,9.16,1.075135
2016-08-01,9.22,1.082178
2016-08-02,9.2,1.07983
2016-08-03,9.15,1.073962
2016-08-04,9.14,1.072788
2016-08-05,9.3,1.091567
2016-08-08,9.23,1.083351
2016-08-09,9.24,1.084525
2016-08-10,9.24,1.084525
2016-08-11,9.31,1.092741
2016-08-12,9.49,1.113868
2016-08-15,9.71,1.13969
2016-08-16,9.41,1.104478
2016-08-17,9.41,1.104478
2016-08-18,9.36,1.09861
2016-08-19,9.34,1.096262
2016-08-22,9.28,1.08922
2016-08-23,9.3,1.091567
2016-08-24,9.27,1.088046
2016-08-25,9.3,1.091567
2016-08-26,9.3,1.091567
2016-08-29,9.24,1.084525
2016-08-30,9.35,1.070156
2016-08-31,9.31,1.065578
2016-09-01,9.28,1.062144
2016-09-02,9.31,1.065578
2016-09-05,9.35,1.070156
2016-09-06,9.32,1.066723
2016-09-07,9.33,1.067867
2016-09-08,9.32,1.066723
2016-09-09,9.3,1.064434
2016-09-12,9.3,1.064434
2016-09-13,9.31,1.065578
2016-09-14,9.31,1.065578
2016-09-19,9.33,1.067867
2016-09-20,9.32,1.066723
2016-09-21,9.33,1.067867
2016-09-22,9.37,1.072445
2016-09-23,9.38,1.07359
2016-09-26,9.31,1.065578
2016-09-27,9.31,1.065578
2016-09-28,9.2,1.052988
2016-09-29,9.23,1.056422
2016-09-30,9.26,1.059855
2016-10-10,9.33,1.067867
2016-10-11,9.31,1.065578
2016-10-12,9.27,1.061
2016-10-13,9.19,1.051843
2016-10-14,9.24,1.057566
2016-10-17,9.24,1.057566
2016-10-18,9.27,1.061
2016-10-19,9.28,1.062144
2016-10-20,9.29,1.063289
2016-10-21,9.29,1.063289
2016-10-24,9.37,1.072445
2016-10-25,9.36,1.071301
2016-10-26,9.28,1.062144
2016-10-27,9.27,1.061
2016-10-28,9.31,1.065578
2016-10-31,9.2,1.02786
2016-11-01,9.21,1.028977
2016-11-02,9.16,1.023391
2016-11-03,9.19,1.026743
2016-11-04,9.16,1.023391
2016-11-07,9.16,1.023391
2016-11-08,9.17,1.024508
2016-11-09,9.11,1.017805
2016-11-10,9.16,1.023391
2016-11-11,9.2,1.02786
2016-11-14,9.22,1.030095
2016-11-15,9.21,1.028977
2016-11-16,9.19,1.026743
2016-11-17,9.2,1.02786
2016-11-18,9.2,1.02786
2016-11-21,9.28,1.036798
2016-11-22,9.31,1.04015
2016-11-23,9.37,1.046853
2016-11-24,9.35,1.044619
2016-11-25,9.41,1.051322
2016-11-28,9.4,1.050205
2016-11-29,9.47,1.058026
2016-11-30,9.5,1.061377
2016-12-01,9.43,1.053557
2016-12-02,9.43,1.053557
2016-12-05,9.43,1.053557
2016-12-06,9.42,1.052439
2016-12-07,9.35,1.044619
2016-12-08,9.66,1.079253
2016-12-09,9.72,1.085957
2016-12-12,9.74,1.088191
2016-12-13,9.67,1.08037
2016-12-14,9.85,1.100481
2016-12-15,9.51,1.062495
2016-12-16,9.33,1.042384
2016-12-19,9.26,1.034564
2016-12-20,9.25,1.033446
2016-12-21,9.24,1.032329
2016-12-22,9.18,1.025626
2016-12-23,9.16,1.023391
2016-12-26,9.14,1.021157
2016-12-27,9.09,1.015571
2016-12-28,9.05,1.011102
2016-12-29,9.06,1.012219
2016-12-30,9.08,1.014453
