requested_date,stock_code,stock_name,market_date,financial_report_date,current_price,daily_change_pct,bps,eps,roe,net_profit,profit_growth_yoy,dividend_per_share,payout_ratio,dividend_yield,pb_current,pe_current,nim,npl_ratio,provision_coverage,provision_coverage_report_date,provision_coverage_source,cet1_ratio,capital_adequacy_ratio,net_interest_spread,loan_provision_ratio,loan_to_deposit_ratio,bank_special_metrics_report_date,bank_special_metrics_source,risk_free_rate,equity_risk_premium,beta,long_term_growth,roe_trend,nim_change,npl_ratio_change,provision_coverage_change,dividend_stable
2026-02-05,sh.600919,江苏银行,2026-02-05,2025-09-30,10.43,0.024557956777996104,13.901365612579736,1.863136,0.127692,31894651000.0,0.088693,0.5453,0.2926785806296481,0.05228187919463088,0.750286,5.598088384315477,None,0.0084,3.2262,2025-09-30,AKShare / Eastmoney financial indicators,None,None,None,None,0.9708859945082113,2025-09-30,AKShare / Eastmoney financial indicators,0.02,0.06,0.8,0.03,0.0,0.0,0.0,0.0,True
2026-07-04,sh.600919,江苏银行,2026-07-03,2026-03-31,11.15,-0.008888888888888835,14.397239861889798,1.923734,0.124104,10925076000.0,0.082513,0.5453,0.28345914767842123,0.048905829596412556,0.774454,5.796019616017599,None,0.008100000000000001,3.0836,2026-03-31,AKShare / Eastmoney financial indicators,0.085,0.12240000000000001,None,None,0.9136875786456301,2026-03-31,AKShare / Eastmoney financial indicators,0.02,0.06,0.8,0.03,0.0,0.0,0.0,0.0,True
