date,close,pb
2019-01-16,6.51,1.600914
2019-01-17,7.16,1.760759
2019-01-18,7.65,1.881258
2019-01-21,6.96,1.711576
2019-01-22,6.73,1.655015
2019-01-23,6.57,1.615669
2019-01-24,6.67,1.64026
2019-01-25,6.45,1.586159
2019-01-28,6.18,1.519762
2019-01-29,6.15,1.512384
2019-01-30,6.04,1.485333
2019-01-31,5.88,1.445987
2019-02-01,5.94,1.460742
2019-02-11,6.1,1.500088
2019-02-12,6.11,1.502547
2019-02-13,6.2,1.52468
2019-02-14,6.16,1.514843
2019-02-15,6.07,1.492711
2019-02-18,6.19,1.522221
2019-02-19,6.26,1.539435
2019-02-20,6.17,1.517302
2019-02-21,6.13,1.507466
2019-02-22,6.42,1.578781
2019-02-25,7.06,1.736168
2019-02-26,7.08,1.741086
2019-02-27,7.79,1.915686
2019-02-28,7.66,1.883717
2019-03-01,7.5,1.844371
2019-03-04,7.89,1.940278
2019-03-05,7.84,1.927982
2019-03-06,8.28,2.036185
2019-03-07,9.11,2.240296
2019-03-08,8.2,2.016512
2019-03-11,8.2,2.016512
2019-03-12,8.2,2.016512
2019-03-13,7.79,1.915686
2019-03-14,7.49,1.841912
2019-03-15,7.49,1.841912
2019-03-18,7.8,1.918146
2019-03-19,7.75,1.90585
2019-03-20,8.12,1.996839
2019-03-21,8.08,1.987002
2019-03-22,7.81,1.920605
2019-03-25,7.5,1.844371
2019-03-26,7.44,1.829616
2019-03-27,7.51,1.84683
2019-03-28,7.26,1.785351
2019-03-29,7.64,1.878799
2019-04-01,7.89,1.859884
2019-04-02,7.84,1.848097
2019-04-03,7.81,1.841026
2019-04-04,7.94,1.87167
2019-04-08,7.8,1.838668
2019-04-09,7.7,1.815096
2019-04-10,7.64,1.800952
2019-04-11,7.46,1.758521
2019-04-12,7.42,1.749092
2019-04-15,7.42,1.749092
2019-04-16,7.59,1.789166
2019-04-17,7.52,1.772665
2019-04-18,7.45,1.756164
2019-04-19,7.45,1.756164
2019-04-22,7.33,1.727877
2019-04-23,7.26,1.711376
2019-04-24,7.26,1.711376
2019-04-25,7.09,1.671302
2019-04-26,6.85,1.614728
2019-04-29,6.63,1.374912
2019-04-30,6.67,1.383207
2019-05-06,7.01,1.453715
2019-05-07,7.17,1.486895
2019-05-08,6.84,1.418461
2019-05-09,6.62,1.372838
2019-05-10,6.81,1.41224
2019-05-13,6.67,1.383207
2019-05-14,6.75,1.399797
2019-05-15,6.77,1.403944
2019-05-16,6.77,1.403944
2019-05-17,6.48,1.343805
2019-05-20,6.34,1.314772
2019-05-21,6.41,1.329289
2019-05-22,6.33,1.312698
2019-05-23,6.25,1.296108
2019-05-24,6.36,1.31892
2019-05-27,6.45,1.337584
2019-05-28,6.4,1.327215
2019-05-29,6.46,1.339657
2019-05-30,6.4,1.327215
2019-05-31,6.47,1.341731
2019-06-03,6.45,1.337584
2019-06-04,6.35,1.316846
2019-06-05,6.37,1.320994
2019-06-06,6.28,1.30233
2019-06-10,6.32,1.310625
2019-06-11,6.57,1.362469
2019-06-12,6.48,1.343805
2019-06-13,6.49,1.345879
2019-06-14,6.29,1.304403
2019-06-17,6.35,1.316846
2019-06-18,6.35,1.316846
2019-06-19,6.4,1.327215
2019-06-20,6.64,1.376985
2019-06-21,6.62,1.372838
