requested_date,stock_code,stock_name,market_date,financial_report_date,current_price,daily_change_pct,bps,eps,roe,net_profit,profit_growth_yoy,dividend_per_share,payout_ratio,dividend_yield,pb_current,pe_current,nim,npl_ratio,provision_coverage,provision_coverage_report_date,provision_coverage_source,cet1_ratio,capital_adequacy_ratio,net_interest_spread,loan_provision_ratio,loan_to_deposit_ratio,bank_special_metrics_report_date,bank_special_metrics_source,risk_free_rate,equity_risk_premium,beta,long_term_growth,roe_trend,nim_change,npl_ratio_change,provision_coverage_change,dividend_stable
2026-02-05,sh.600926,杭州银行,2026-02-05,2025-09-30,16.59,0.027881040892193232,18.34334901566206,2.62071,0.141672,15884883000.0,0.145276,0.66,0.2518401501883078,0.039783001808318265,0.904415,6.330345593369736,None,0.0076,5.1364,2025-09-30,AKShare / Eastmoney financial indicators,0.0964,0.14429999999999998,None,0.038900000000000004,0.7604857961695037,2025-09-30,AKShare / Eastmoney financial indicators,0.02,0.06,0.8,0.03,0.0,0.0,0.0,0.0,True
2026-07-04,sh.600926,杭州银行,2026-07-03,2026-03-31,15.0,0.00738750839489577,19.316828176813367,2.708928,0.159148,6628893000.0,0.10094,0.9400000000000001,0.34700073239303525,0.06266666666666668,0.776525,5.537245729676093,None,0.0076,4.8139,2026-03-31,AKShare / Eastmoney financial indicators,0.0956,0.1414,None,0.0364,0.7587218065809682,2026-03-31,AKShare / Eastmoney financial indicators,0.02,0.06,0.8,0.03,0.0,0.0,0.0,0.0,True
