requested_date,stock_code,stock_name,market_date,financial_report_date,current_price,daily_change_pct,bps,eps,roe,net_profit,profit_growth_yoy,dividend_per_share,payout_ratio,dividend_yield,pb_current,pe_current,nim,npl_ratio,provision_coverage,provision_coverage_report_date,provision_coverage_source,cet1_ratio,capital_adequacy_ratio,net_interest_spread,loan_provision_ratio,loan_to_deposit_ratio,bank_special_metrics_report_date,bank_special_metrics_source,risk_free_rate,equity_risk_premium,beta,long_term_growth,roe_trend,nim_change,npl_ratio_change,provision_coverage_change,dividend_stable
2026-02-05,sz.002142,宁波银行,2026-02-05,2025-09-30,32.53,0.026182965299684557,32.99402800993168,4.371107,0.123196,22578000000.0,0.086996,1.2,0.2745299989224697,0.03688902551490931,0.985936,7.4420507207899504,0.0176,0.0076,3.7592000000000003,2025-09-30,AKShare / Eastmoney financial indicators,None,None,0.0178,0.0285,0.8383727153575244,2025-09-30,AKShare / Eastmoney financial indicators,0.02,0.06,0.8,0.03,0.0,0.0,0.0,0.0,True
2026-07-04,sz.002142,宁波银行,2026-07-03,2026-03-31,30.29,-0.0036184210526315486,35.20705210387998,4.557672,0.129692,8270000000.0,0.109174,1.2,0.26329231239106277,0.03961703532518983,0.860339,6.6459367852710765,0.0173,0.0076,3.6938999999999997,2026-03-31,AKShare / Eastmoney financial indicators,None,None,0.0173,0.027999999999999997,0.8448937472219822,2026-03-31,AKShare / Eastmoney financial indicators,0.02,0.06,0.8,0.03,0.0,0.0,0.0,0.0,True
