requested_date,stock_code,stock_name,market_date,financial_report_date,current_price,daily_change_pct,bps,eps,roe,net_profit,profit_growth_yoy,dividend_per_share,payout_ratio,dividend_yield,pb_current,pe_current,nim,npl_ratio,provision_coverage,provision_coverage_report_date,provision_coverage_source,cet1_ratio,capital_adequacy_ratio,net_interest_spread,loan_provision_ratio,loan_to_deposit_ratio,bank_special_metrics_report_date,bank_special_metrics_source,risk_free_rate,equity_risk_premium,beta,long_term_growth,roe_trend,nim_change,npl_ratio_change,provision_coverage_change,dividend_stable
2026-07-02,sh.601838,成都银行,2026-07-02,2026-03-31,18.38,0.028539451594851606,21.70306476085891,3.168225,0.124812,3156704000.0,0.048085,0.891,0.28123002627654287,0.0484766050054407,0.846885,5.801355648667629,None,0.0068000000000000005,4.2406,2026-03-31,AKShare / Eastmoney financial indicators,0.091,0.13949999999999999,None,0.0287,0.8806313796423855,2026-03-31,AKShare / Eastmoney financial indicators,0.02,0.06,0.8,0.03,0.0,0.0,0.0,0.0,True
2026-07-04,sh.601838,成都银行,2026-07-03,2026-03-31,18.39,0.0005440696409140244,21.703058726895506,3.168225,0.124812,3156704000.0,0.048085,0.891,0.28123002627654287,0.048450244698205545,0.847346,5.804511990152214,None,0.0068000000000000005,4.2406,2026-03-31,AKShare / Eastmoney financial indicators,0.091,0.13949999999999999,None,0.0287,0.8806313796423855,2026-03-31,AKShare / Eastmoney financial indicators,0.02,0.06,0.8,0.03,0.0,0.0,0.0,0.0,True
