requested_date,stock_code,stock_name,market_date,financial_report_date,current_price,daily_change_pct,bps,eps,roe,net_profit,profit_growth_yoy,dividend_per_share,payout_ratio,dividend_yield,pb_current,pe_current,nim,npl_ratio,provision_coverage,provision_coverage_report_date,provision_coverage_source,cet1_ratio,capital_adequacy_ratio,net_interest_spread,loan_provision_ratio,loan_to_deposit_ratio,bank_special_metrics_report_date,bank_special_metrics_source,risk_free_rate,equity_risk_premium,beta,long_term_growth,roe_trend,nim_change,npl_ratio_change,provision_coverage_change,dividend_stable
2026-07-04,sz.002958,青农商行,2026-07-03,2026-03-31,2.83,0.010714285714285898,6.813137076466028,0.574989,0.111644,1247823000.0,0.058447,0.12,0.2086996446888549,0.04240282685512367,0.415374,4.921833287245495,0.0168,0.0174,2.3471,2026-03-31,AKShare / Eastmoney financial indicators,0.1043,0.1386,0.0166,0.0408,0.8266346214154286,2026-03-31,AKShare / Eastmoney financial indicators,0.02,0.06,0.8,0.03,0.0,0.0,0.0,0.0,True
